552,Logon attempt using explicit credentials,"-Logon attempt using explicit credentials:
 Logged on user:
    User Name:         %1
    Domain:            %2
    Logon ID:          %3
    Logon GUID:        %4
 User whose credentials were used:
    Target User Name:  %5
    Target Domain:     %6
    Target Logon GUID: %7

 Target Server Name:       %8
 Target Server Info:       %9
 Caller Process ID:        %10
 Source Network Address:   %11
 Source Port:              %12
 Caller Process Name:      %13"
560,Object Open,"-Object Open:
    Object Server:        %1
    Object Type:          %2
    Object Name:          %3
    Handle ID:            %4
    Operation ID:         %5
    Process ID:           %6
    Image File Name:      %7
    Primary User Name:    %8
    Primary Domain:       %9
    Primary Logon ID:     %10
    Client User Name:     %11
    Client Domain:        %12
    Client Logon ID:      %13
    Accesses:             %14
    Privileges:           %15
    Restricted Sid Count: %16
    Access Mask:          %17"
561,Handle Allocated,"-Handle Allocated: 
    Handle ID:    %1
    Operation ID: {%2,%3} 
    Process ID:   %4"
562,Handle Closed,"-Handle Closed:
    Object Server:   %1
    Handle ID:       %2
    Process ID:      %3
    Image File Name: %4"
563,Object Open for Delete,"-Object Open for Delete:
    Object Server:     %1
    Object Type:       %2
    Object Name:       %3
    Handle ID:         %4
    Operation ID:      {%5,%6}
    Process ID:        %7
    Primary User Name: %8
    Primary Domain:    %9
    Primary Logon ID:  %10
    Client User Name:  %11
    Client Domain:     %12
    Client Logon ID:   %13
    Accesses:          %14
    Privileges:        %15
    Access Mask:       %16"
564,Object Deleted,"-Object Deleted:
    Object Server:   %1
    Handle ID:       %2
    Process ID:      %3
    Image File Name: %4"
565,Object Open,"-Object Open:
    Object Server:      %1
    Object Type:        %2
    Object Name:        %3
    Handle ID:          %4
    Operation ID:       {%5,%6}
    Process ID:         %7
    Process Name:       %8
    Primary User Name:  %9
    Primary Domain:     %10
    Primary Logon ID:   %11
    Client User Name:   %12
    Client Domain:      %13
    Client Logon ID:    %14
    Accesses:           %15
    Privileges:         %16

    Properties:
        %17
    Access Mask:        %18"
566,Object Operation,"-Object Operation:
    Object Server:      %1
    Operation Type:     %2
    Object Type:        %3
    Object Name:        %4
    Handle ID:          %5
    Primary User Name:  %6
    Primary Domain:     %7
    Primary Logon ID:   %8
    Client User Name:   %9
    Client Domain:      %10
    Client Logon ID:    %11
    Accesses:           %12
    Properties:
    %13
    Additional Info:    %14
    Additional Info2:   %15
    Access Mask:        %16"
567,Object Access Attempt,"-Object Access Attempt:
    Object Server:     %1
    Handle ID:         %2
    Object Type:       %3
    Process ID:        %4
    Image File Name:   %5
    Accesses:          %6
    Access Mask:       %7
    Object Name:       %8
    Primary User Name: %9
    Primary Domain:    %10
    Primary Logon ID:  %11
    Client User Name:  %12
    Client Domain:     %13
    Client Logon ID:   %14"
568,Hard link creation attempt,"-Hard link creation attempt:
    Primary User Name: %1
    Primary Domain:    %2
    Primary Logon ID:  %3
    File Name:         %4
    Link Name:         %5"
569,Application client context creation attempt,"-Application client context creation attempt:
    Application Name:        %1
    Application Instance ID: %2
    Client Name:             %3
    Client Domain:           %4
    Client Context ID:       %5
    Status:                  %6"
570,Application operation attempt,"-Application operation attempt:
    Application Name:         %1
    Application Instance ID:  %2
    Object Name:              %3
    Scope Names:              %4
    Client Name:              %5
    Client Domain:            %6
    Client Context ID:        %7
    Role:                     %8
    Groups:                   %9
    Operation Name:           %10 (%11)"
571,Application client context deletion,"-Application client context deletion:
    Application Name:        %1
    Application Instance ID: %2
    Client Name:             %3
    Client Domain:           %4
    Client Context ID:       %5"
572,Application Initialized,"-Application Initialized
    Application Name:         %1
    Application Instance ID:  %2
    Client Name:              %3
    Client Domain:            %4
    Client ID:                %5
    Policy Store URL:         %6"
574,Security on object changed,"-Security on object changed:
    Object Server:                %1
    Object Type:                  %2
    Object Name:                  %3
    Handle ID:                    %4
    Process ID:                   %5
    Image File Name:              %6

    Primary User Name:            %7
    Primary Domain:               %8
    Primary Logon ID:             %9
    Client User Name:             %10
    Client Domain:                %11
    Client Logon ID:              %12
    Original Security Descriptor: %13
    New Security Descriptor:      %14"
576,Special privileges assigned to new logon,"-Special privileges assigned to new logon:
    User Name:      %1
    Domain:         %2
    Logon ID:       %3
    Privileges:     %4"
577,Privileged Service Called,"-Privileged Service Called:
    Server:            %1
    Service:           %2
    Primary User Name: %3
    Primary Domain:    %4
    Primary Logon ID:  %5
    Client User Name:  %6
    Client Domain:     %7
    Client Logon ID:   %8
    Privileges:        %9
    Process ID:        %10
    Process Name:      %11"
578,Privileged object operation,"-Privileged object operation:
    Object Server:     %1
    Object Handle:     %2
    Process ID:        %3
    Primary User Name: %4
    Primary Domain:    %5
    Primary Logon ID:  %6
    Client User Name:  %7
    Client Domain:     %8
    Client Logon ID:   %9
    Privileges:        %10
    Object Type:       %11
    Object Name:       %12
    Desired Access:    %13"
592,A new process has been created,"-A new process has been created:
    New Process ID:         %1
    Image File Name:        %2
    Creator Process ID:     %3
    User Name:              %4
    Domain:                 %5
    Logon ID:               %6
    Token Elevation Type:   %7"
593,A process has exited,"-A process has exited:
    Process ID:       %1 
    Image File Name:  %2 
    User Name:        %3
    Domain:           %4
    Logon ID:         %5
    Exit Status:      %6"
594,A handle to an object has been duplicated,"-A handle to an object has been duplicated:
    Source Handle ID:   %1
    Source Process ID:  %2
    Target Handle ID:   %3
    Target Process ID:  %4"
595,Indirect access to an object has been obtained,"-Indirect access to an object has been obtained:
    Object Type:       %1
    Object Name:       %2
    Process ID:        %3
    Primary User Name: %4
    Primary Domain:    %5
    Primary Logon ID:  %6
    Client User Name:  %7
    Client Domain:     %8
    Client Logon ID:   %9
    Accesses:          %10
    Access Mask:       %11"
596,Backup of data protection master key,"-Backup of data protection master key. 
    Key Identifier:   %1
    Recovery Server:  %2
    Recovery Key ID:  %3
    Failure Reason:   %4
 By:
    User Name:      %5
    Domain Name:    %6
    Logon ID:       %7"
600,A process was assigned a primary token,"-A process was assigned a primary token.
 Assigning Process Information:
    Process ID:        %1
    Image File Name:   %2
    Primary User Name: %3
    Primary Domain:    %4
    Primary Logon ID:  %5

 New Process Information:
    Process ID:        %6
    Image File Name:   %7
    Target User Name:  %8
    Target Domain:     %9
    Target Logon ID:   %10"
601,Attempt to install service,"-Attempt to install service:
    Service Name:        %1
    Service File Name:   %2
    Service Type:        %3
    Service Start Type:  %4
    Service Account:     %5
 By:
    User Name:           %6
    Domain:              %7
    Logon ID:            %8"
602,Scheduled Task created,"-Scheduled Task created:
    File Name:      %1
    Command:        %2
    Triggers:       %3
    Time:           %4 %5
    Flags:          %6
    Target User:    %7
 By:
    User:           %8
    Domain:         %9
    Logon ID:       %10"
608,User Right Assigned,"-User Right Assigned:
    User Right:     %1
    Assigned To:    %2
    Assigned By:
      User Name:    %3
      Domain:       %4
      Logon ID:     %5"
609,User Right Removed,"-User Right Removed:
    User Right:     %1
    Removed From:   %2
    Removed By:
      User Name:    %3
      Domain:       %4
      Logon ID:     %5"
610,New Trusted Domain,"-New Trusted Domain:
    Domain Name:    %1
    Domain ID:  %2
    Established By:
      User Name:    %3
      Domain:       %4
      Logon ID: %5
    Trust Type: %6
    Trust Direction:    %7
    Trust Attributes:   %8
    SID Filtering:  %9"
611,Trusted Domain Removed,"-Trusted Domain Removed:
    Domain Name:    %1
    Domain ID:  %2
    Removed By:
      User Name:    %3
      Domain:       %4
      Logon ID: %5"
612,Audit Policy Change,"-Audit Policy Change:
 New Policy:
    Success Failure
        %3      %4  Logon/Logoff
        %5      %6  Object Access
        %7      %8  Privilege Use
        %13     %14 Account Management
        %11     %12 Policy Change
        %1      %2  System
        %9      %10 Detailed Tracking
        %15     %16 Directory Service Access
        %17     %18 Account Logon

 Changed By:
      User Name:    %19
      Domain Name:  %20
      Logon ID: %21"
613,IPSec Services started,"-IPSec Services started:     %1
 Policy Source:     %2
 %3"
614,IPSec Services disabled,"-IPSec Services disabled:    %1
 %2"
616,IPSec Services encountered a potentially serious failure,"-IPSec Services encountered a potentially serious failure.
 %1"
617,Kerberos Policy Changed,"-Kerberos Policy Changed:
 Changed By:
      User Name:    %1
      Domain Name:  %2
      Logon ID: %3
 Changes made:
 ('--' means no changes, otherwise each change is shown as:
 <ParameterName>: <new value> (<old value>))
 %4"
618,Encrypted Data Recovery Policy Changed,"-Encrypted Data Recovery Policy Changed:
 Changed By:
      User Name:    %1
      Domain Name:  %2
      Logon ID: %3
 Changes made:
 ('--' means no changes, otherwise each change is shown as:
 <ParameterName>: <new value> (<old value>))
 %4"
619,Audit Security Object changed,"-Audit Security Object changed:
    Primary User Name:  %1
    Primary Domain: %2
    Primary Logon ID:   %3
    Client User Name:   %4
    Client Domain:  %5
    Client Logon ID:    %6
    Original Security Descriptor:   %7
    New Security Descriptor:    %8"
620,Trusted Domain Information Modified,"-Trusted Domain Information Modified:
    Domain Name:    %1
    Domain ID:  %2
    Modified By:
      User Name:    %3
      Domain:       %4
      Logon ID: %5
    Trust Type: %6
    Trust Direction:    %7
    Trust Attributes:   %8
    SID Filtering:  %9"
621,System Security Access Granted,"-System Security Access Granted:
    Access Granted: %4
    Account Modified:   %5
    Assigned By:
      User Name:    %1
      Domain:       %2
      Logon ID: %3"
622,System Security Access Removed,"-System Security Access Removed:
    Access Removed: %4
    Account Modified:   %5
    Removed By:
      User Name:    %1
      Domain:       %2
      Logon ID: %3"
623,System Audit Policy Change,"-System Audit Policy Change:
    Category:   %1
    Sub Category:   %2
    Sub Category Guid:  %3
    Changes:    %4

 Changed By:
    User Name:  %5
    Domain Name:    %6
    Logon ID:   %7"
624,User Account Created,"-User Account Created:
    New Account Name:   %1
    New Domain: %2
    New Account ID: %3
    Caller User Name:   %4
    Caller Domain:  %5
    Caller Logon ID:    %6
    Privileges      %7
 Attributes:
    Sam Account Name:   %8
    Display Name:   %9
    User Principal Name:    %10
    Home Directory: %11
    Home Drive: %12
    Script Path:    %13
    Profile Path:   %14
    User Workstations:  %15
    Password Last Set:  %16
    Account Expires:    %17
    Primary Group ID:   %18
    AllowedToDelegateTo:    %19
    Old UAC Value:  %20
    New UAC Value:  %21
    User Account Control:   %22
    User Parameters:    %23
    Sid History:    %24
    Logon Hours:    %25"
626,User Account Enabled,"-User Account Enabled:
    Target Account Name:    %1
    Target Domain:  %2
    Target Account ID:  %3
    Caller User Name:   %4
    Caller Domain:  %5
    Caller Logon ID:    %6"
627,Change Password Attempt,"-Change Password Attempt:
    Target Account Name:    %1
    Target Domain:  %2
    Target Account ID:  %3
    Caller User Name:   %4
    Caller Domain:  %5
    Caller Logon ID:    %6
    Privileges: %7"
628,User Account password set,"-User Account password set:
    Target Account Name:    %1
    Target Domain:  %2
    Target Account ID:  %3
    Caller User Name:   %4
    Caller Domain:  %5
    Caller Logon ID:    %6"
629,User Account Disabled,"-User Account Disabled:
    Target Account Name:    %1
    Target Domain:  %2
    Target Account ID:  %3
    Caller User Name:   %4
    Caller Domain:  %5
    Caller Logon ID:    %6"
630,User Account Deleted,"-User Account Deleted:
    Target Account Name:    %1
    Target Domain:  %2
    Target Account ID:  %3
    Caller User Name:   %4
    Caller Domain:  %5
    Caller Logon ID:    %6
    Privileges: %7"
631,Security Enabled Global Group Created,"-Security Enabled Global Group Created:
    New Account Name:   %1
    New Domain: %2
    New Account ID: %3
    Caller User Name:   %4
    Caller Domain:  %5
    Caller Logon ID:    %6
    Privileges: %7
 Attributes:
    Sam Account Name:   %8
    Sid History:    %9"
632,Security Enabled Global Group Member Added,"-Security Enabled Global Group Member Added:
    Member Name:    %1
    Member ID:  %2
    Target Account Name:    %3
    Target Domain:  %4
    Target Account ID:  %5
    Caller User Name:   %6
    Caller Domain:  %7
    Caller Logon ID:    %8
    Privileges: %9"
633,Security Enabled Global Group Member Removed,"-Security Enabled Global Group Member Removed:
    Member Name:    %1
    Member ID:  %2
    Target Account Name:    %3
    Target Domain:  %4
    Target Account ID:  %5
    Caller User Name:   %6
    Caller Domain:  %7
    Caller Logon ID:    %8
    Privileges: %9"
634,Security Enabled Global Group Deleted,"-Security Enabled Global Group Deleted:
    Target Account Name:    %1
    Target Domain:  %2
    Target Account ID:  %3
    Caller User Name:   %4
    Caller Domain:  %5
    Caller Logon ID:    %6
    Privileges: %7"
635,Security Enabled Local Group Created,"-Security Enabled Local Group Created:
    New Account Name:   %1
    New Domain: %2
    New Account ID: %3
    Caller User Name:   %4
    Caller Domain:  %5
    Caller Logon ID:    %6
    Privileges: %7
 Attributes:
    Sam Account Name:   %8
    Sid History:    %9"
636,Security Enabled Local Group Member Added,"-Security Enabled Local Group Member Added:
    Member Name:    %1
    Member ID:  %2
    Target Account Name:    %3
    Target Domain:  %4
    Target Account ID:  %5
    Caller User Name:   %6
    Caller Domain:  %7
    Caller Logon ID:    %8
    Privileges: %9"
637,Security Enabled Local Group Member Removed,"-Security Enabled Local Group Member Removed:
    Member Name:    %1
    Member ID:  %2
    Target Account Name:    %3
    Target Domain:  %4
    Target Account ID:  %5
    Caller User Name:   %6
    Caller Domain:  %7
    Caller Logon ID:    %8
    Privileges: %9"
638,Security Enabled Local Group Deleted,"-Security Enabled Local Group Deleted:
    Target Account Name:    %1
    Target Domain:  %2
    Target Account ID:  %3
    Caller User Name:   %4
    Caller Domain:  %5
    Caller Logon ID:    %6
    Privileges: %7"
639,Security Enabled Local Group Changed,"-Security Enabled Local Group Changed:
    Target Account Name:    %1
    Target Domain:  %2
    Target Account ID:  %3
    Caller User Name:   %4
    Caller Domain:  %5
    Caller Logon ID:    %6
    Privileges: %7
 Changed Attributes:
    Sam Account Name:   %8
    Sid History:    %9"
640,General Account Database Change,"-General Account Database Change:
    Type of change: %1
    Object Type:    %2
    Object Name:    %3
    Object ID:  %4
    Caller User Name:   %5
    Caller Domain:  %6
    Caller Logon ID:    %7"
641,Security Enabled Global Group Changed,"-Security Enabled Global Group Changed:
    Target Account Name:    %1
    Target Domain:  %2
    Target Account ID:  %3
    Caller User Name:   %4
    Caller Domain:  %5
    Caller Logon ID:    %6
    Privileges: %7
 Changed Attributes:
    Sam Account Name:   %8
    Sid History:    %9"
642,User Account Changed,"-User Account Changed:
    Target Account Name:    %2
    Target Domain:  %3
    Target Account ID:  %4
    Caller User Name:   %5
    Caller Domain:  %6
    Caller Logon ID:    %7
    Privileges: %8
 Changed Attributes:
    Sam Account Name:   %9
    Display Name:   %10
    User Principal Name:    %11
    Home Directory: %12
    Home Drive: %13
    Script Path:    %14
    Profile Path:   %15
    User Workstations:  %16
    Password Last Set:  %17
    Account Expires:    %18
    Primary Group ID:   %19
    AllowedToDelegateTo:    %20
    Old UAC Value:  %21
    New UAC Value:  %22
    User Account Control:   %23
    User Parameters:    %24
    Sid History:    %25
    Logon Hours:    %26"
643,Domain Policy Changed,"-Domain Policy Changed: %1 modified
    Domain Name:        %2
    Domain ID:  %3
    Caller User Name:   %4
    Caller Domain:  %5
    Caller Logon ID:    %6
    Privileges: %7
 Changed Attributes:
    Min. Password Age:  %8
    Max. Password Age:  %9
    Force Logoff:   %10
    Lockout Threshold:  %11
    Lockout Observation Window: %12
    Lockout Duration:   %13
    Password Properties:    %14
    Min. Password Length:   %15
    Password History Length:    %16
    Machine Account Quota:  %17
    Mixed Domain Mode:  %18
    Domain Behavior Version:    %19
    OEM Information:    %20"
644,User Account Locked Out,"-User Account Locked Out:
    Target Account Name:    %1
    Target Account ID:  %3
    Caller Machine Name:    %2
    Caller User Name:   %4
    Caller Domain:  %5
    Caller Logon ID:    %6"
645,Computer Account Created,"-Computer Account Created:
    New Account Name:   %1
    New Domain: %2
    New Account ID: %3
    Caller User Name:   %4
    Caller Domain:  %5
    Caller Logon ID:    %6
    Privileges      %7
 Attributes:
    Sam Account Name:   %8
    Display Name:   %9
    User Principal Name:    %10
    Home Directory: %11
    Home Drive: %12
    Script Path:    %13
    Profile Path:   %14
    User Workstations:  %15
    Password Last Set:  %16
    Account Expires:    %17
    Primary Group ID:   %18
    AllowedToDelegateTo:    %19
    Old UAC Value:  %20
    New UAC Value:  %21
    User Account Control:   %22
    User Parameters:    %23
    Sid History:    %24
    Logon Hours:    %25
    DNS Host Name:  %26
    Service Principal Names:    %27"
646,Computer Account Changed,"-Computer Account Changed:
    %1
    Target Account Name:    %2
    Target Domain:  %3
    Target Account ID:  %4
    Caller User Name:   %5
    Caller Domain:  %6
    Caller Logon ID:    %7
    Privileges: %8
 Changed Attributes:
    Sam Account Name:   %9
    Display Name:   %10
    User Principal Name:    %11
    Home Directory: %12
    Home Drive: %13
    Script Path:    %14
    Profile Path:   %15
    User Workstations:  %16
    Password Last Set:  %17
    Account Expires:    %18
    Primary Group ID:   %19
    AllowedToDelegateTo:    %20
    Old UAC Value:  %21
    New UAC Value:  %22
    User Account Control:   %23
    User Parameters:    %24
    Sid History:    %25
    Logon Hours:    %26
    DNS Host Name:  %27
    Service Principal Names:    %28"
647,Computer Account Deleted,"-Computer Account Deleted:
    Target Account Name:    %1
    Target Domain:  %2
    Target Account ID:  %3
    Caller User Name:   %4
    Caller Domain:  %5
    Caller Logon ID:    %6
    Privileges: %7"
648,Security Disabled Local Group Created,"-Security Disabled Local Group Created:
    Target Account Name:    %1
    Target Domain:  %2
    Target Account ID:  %3
    Caller User Name:   %4
    Caller Domain:  %5
    Caller Logon ID:    %6
    Privileges: %7
 Attributes:
    Sam Account Name:   %8
    Sid History:    %9"
649,Security Disabled Local Group Changed,"-Security Disabled Local Group Changed:
    Target Account Name:    %1
    Target Domain:  %2
    Target Account ID:  %3
    Caller User Name:   %4
    Caller Domain:  %5
    Caller Logon ID:    %6
    Privileges: %7
 Changed Attributes:
    Sam Account Name:   %8
    Sid History:    %9"
650,Security Disabled Local Group Member Added,"-Security Disabled Local Group Member Added:
    Member Name:    %1
    Member ID:  %2
    Target Account Name:    %3
    Target Domain:  %4
    Target Account ID:  %5
    Caller User Name:   %6
    Caller Domain:  %7
    Caller Logon ID:    %8
    Privileges: %9"
651,Security Disabled Local Group Member Removed,"-Security Disabled Local Group Member Removed:
    Member Name:    %1
    Member ID:  %2
    Target Account Name:    %3
    Target Domain:  %4
    Target Account ID:  %5
    Caller User Name:   %6
    Caller Domain:  %7
    Caller Logon ID:    %8
    Privileges: %9"
652,Security Disabled Local Group Deleted,"-Security Disabled Local Group Deleted:
    Target Account Name:    %1
    Target Domain:  %2
    Target Account ID:  %3
    Caller User Name:   %4
    Caller Domain:  %5
    Caller Logon ID:    %6
    Privileges: %7"
653,Security Disabled Global Group Created,"-Security Disabled Global Group Created:
    New Account Name:   %1
    New Domain: %2
    New Account ID: %3
    Caller User Name:   %4
    Caller Domain:  %5
    Caller Logon ID:    %6
    Privileges: %7
 Attributes:
    Sam Account Name:   %8
    Sid History:    %9"
654,Security Disabled Global Group Changed,"-Security Disabled Global Group Changed:
    Target Account Name:    %1
    Target Domain:  %2
    Target Account ID:  %3
    Caller User Name:   %4
    Caller Domain:  %5
    Caller Logon ID:    %6
    Privileges: %7
 Changed Attributes:
    Sam Account Name:   %8
    Sid History:    %9"
655,Security Disabled Global Group Member Added,"-Security Disabled Global Group Member Added:
    Member Name:    %1
    Member ID:  %2
    Target Account Name:    %3
    Target Domain:  %4
    Target Account ID:  %5
    Caller User Name:   %6
    Caller Domain:  %7
    Caller Logon ID:    %8
    Privileges: %9"
656,Security Disabled Global Group Member Removed,"-Security Disabled Global Group Member Removed:
    Member Name:    %1
    Member ID:  %2
    Target Account Name:    %3
    Target Domain:  %4
    Target Account ID:  %5
    Caller User Name:   %6
    Caller Domain:  %7
    Caller Logon ID:    %8
    Privileges: %9"
657,Security Disabled Global Group Deleted,"-Security Disabled Global Group Deleted:
    Target Account Name:    %1
    Target Domain:  %2
    Target Account ID:  %3
    Caller User Name:   %4
    Caller Domain:  %5
    Caller Logon ID:    %6
    Privileges: %7"
658,Security Enabled Universal Group Created,"-Security Enabled Universal Group Created:
    New Account Name:   %1
    New Domain: %2
    New Account ID: %3
    Caller User Name:   %4
    Caller Domain:  %5
    Caller Logon ID:    %6
    Privileges: %7
 Attributes:
    Sam Account Name:   %8
    Sid History:    %9"
